Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
376,Nathaniel Phillips,eng ENG,DF,Liverpool,23,1997,17,15,"1,456",16.2,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,0.4,1.5,0.07,0.02,0.09,0.07,0.09,Matches
377,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,18,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
378,Jordan Pickford,eng ENG,GK,Everton,26,1994,31,31,"2,742",30.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
379,Erik Pieters,nl NED,"DF,MF",Burnley,31,1988,20,13,"1,266",14.1,0,1,0,0,0,1,0,0,0.07,0.07,0,0.07,0.2,0.2,0.5,0.7,0.01,0.03,0.05,0.01,0.05,Matches
380,Daniel Podence,pt POR,"MF,FW",Wolves,24,1995,24,22,"1,661",18.5,3,2,3,0,0,3,0,0.16,0.11,0.27,0.16,0.27,3.1,3.1,1.9,5,0.17,0.1,0.27,0.17,0.27,Matches
381,Paul Pogba,fr FRA,"MF,FW",Manchester Utd,27,1993,26,21,"1,897",21.1,3,3,3,0,0,3,0,0.14,0.14,0.28,0.14,0.28,2.1,2.1,2.1,4.2,0.1,0.1,0.2,0.1,0.2,Matches
382,Nick Pope,eng ENG,GK,Burnley,28,1992,32,32,"2,880",32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.01,0.01,0,0.01,Matches
383,Dennis Praet,be BEL,"MF,FW",Leicester City,26,1994,15,10,718,8,1,1,1,0,0,0,0,0.13,0.13,0.25,0.13,0.25,0.5,0.5,0.8,1.3,0.07,0.1,0.16,0.07,0.16,Matches
384,Davy Pröpper,nl NED,MF,Brighton,28,1991,7,2,213,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04,Matches
385,Christian Pulisic,us USA,"FW,MF",Chelsea,21,1998,27,18,"1,738",19.3,4,2,4,0,0,2,0,0.21,0.1,0.31,0.21,0.31,5.4,5.4,2.8,8.2,0.28,0.14,0.43,0.28,0.43,Matches
386,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22,1998,38,38,"3,420",38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,Matches
387,Jacob Ramsey,eng ENG,MF,Aston Villa,19,2001,22,6,626,7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,0.07,0.04,0.11,0.07,0.11,Matches
388,Kayne Ramsey,eng ENG,DF,Southampton,19,2000,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
389,Darren Randolph,ie IRL,GK,West Ham,33,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
390,Marcus Rashford,eng ENG,FW,Manchester Utd,22,1997,37,33,"2,920",32.4,11,9,11,0,0,4,0,0.34,0.28,0.62,0.34,0.62,9.3,9.3,3.6,12.9,0.29,0.11,0.4,0.29,0.4,Matches
391,Tim Ream,us USA,DF,Fulham,32,1987,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
392,Nathan Redmond,eng ENG,"MF,FW",Southampton,26,1994,29,17,"1,738",19.3,2,3,2,0,0,1,0,0.1,0.16,0.26,0.1,0.26,3.3,3.3,3.3,6.6,0.17,0.17,0.34,0.17,0.34,Matches
393,Harrison Reed,eng ENG,MF,Fulham,25,1995,31,26,"2,247",25,0,2,0,0,0,5,0,0,0.08,0.08,0,0.08,0.3,0.3,1.4,1.8,0.01,0.06,0.07,0.01,0.07,Matches
394,Sergio Reguilón,es ESP,DF,Tottenham,23,1996,27,26,"2,244",24.9,0,3,0,0,0,5,0,0,0.12,0.12,0,0.12,1.6,1.6,1.7,3.2,0.06,0.07,0.13,0.06,0.13,Matches
395,Bobby Reid,jm JAM,"MF,DF",Fulham,27,1993,33,28,"2,372",26.4,5,2,5,0,0,7,0,0.19,0.08,0.27,0.19,0.27,4.8,4.8,1.4,6.2,0.18,0.05,0.23,0.18,0.23,Matches
396,Declan Rice,eng ENG,MF,West Ham,21,1999,32,32,"2,879",32,2,1,1,1,2,2,0,0.06,0.03,0.09,0.03,0.06,3,1.5,2.1,3.5,0.09,0.06,0.16,0.05,0.11,Matches
397,Lewis Richardson,eng ENG,"FW,MF",Burnley,17,2003,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
398,Richarlison,br BRA,FW,Everton,23,1997,34,33,"2,861",31.8,7,3,6,1,1,4,1,0.22,0.09,0.31,0.19,0.28,11.5,10.7,3.2,13.8,0.36,0.1,0.46,0.34,0.44,Matches
399,Jaïro Riedewald,nl NED,MF,Crystal Palace,23,1996,33,19,"1,820",20.2,2,0,2,0,0,4,0,0.1,0,0.1,0.1,0.1,0.7,0.7,1,1.6,0.03,0.05,0.08,0.03,0.08,Matches
400,Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,30,1989,18,15,"1,350",15,0,2,0,0,0,2,0,0,0.13,0.13,0,0.13,0.4,0.4,1.5,1.9,0.03,0.1,0.13,0.03,0.13,Matches
401,Tyler Roberts,wal WAL,"MF,FW",Leeds United,21,1999,27,14,"1,340",14.9,1,2,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,2.1,2.1,1.8,3.8,0.14,0.12,0.26,0.14,0.26,Matches
402,Andrew Robertson,sco SCO,DF,Liverpool,26,1994,38,38,"3,383",37.6,1,7,1,0,0,2,0,0.03,0.19,0.21,0.03,0.21,1.4,1.4,6.9,8.2,0.04,0.18,0.22,0.04,0.22,Matches
403,Antonee Robinson,us USA,DF,Fulham,22,1997,28,24,"2,162",24,0,0,0,0,0,4,1,0,0,0,0,0,0.6,0.6,1.6,2.2,0.02,0.07,0.09,0.02,0.09,Matches
404,Callum Robinson,ie IRL,"FW,MF",West Brom,25,1995,28,20,"1,560",17.3,5,0,5,0,0,0,0,0.29,0,0.29,0.29,0.29,3.1,3.1,0.8,3.9,0.18,0.05,0.22,0.18,0.22,Matches
405,Jack Robinson,eng ENG,DF,Sheffield Utd,26,1993,11,9,877,9.7,0,1,0,0,0,3,0,0,0.1,0.1,0,0.1,0.4,0.4,0.9,1.2,0.04,0.09,0.13,0.04,0.13,Matches
406,Hal Robson-Kanu,wal WAL,FW,West Brom,31,1989,19,2,561,6.2,2,0,2,0,0,2,0,0.32,0,0.32,0.32,0.32,1.5,1.5,0.4,1.9,0.24,0.06,0.3,0.24,0.3,Matches
407,Marek Rodák,sk SVK,GK,Fulham,23,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
408,Joe Rodon,wal WAL,DF,Tottenham,22,1997,12,8,733,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
409,Rodri,es ESP,MF,Manchester City,24,1996,34,31,"2,748",30.5,2,2,1,1,1,6,0,0.07,0.07,0.13,0.03,0.1,2.5,1.7,1.7,3.4,0.08,0.06,0.14,0.06,0.11,Matches
410,Rodrigo,es ESP,"MF,FW",Leeds United,29,1991,26,14,"1,288",14.3,7,2,7,0,0,3,0,0.49,0.14,0.63,0.49,0.63,6.3,6.3,2.4,8.6,0.44,0.17,0.6,0.44,0.6,Matches
411,James Rodríguez,co COL,"FW,MF",Everton,29,1991,23,21,"1,764",19.6,6,4,6,0,0,4,0,0.31,0.2,0.51,0.31,0.51,3.4,3.4,5.4,8.8,0.17,0.28,0.45,0.17,0.45,Matches
412,Jay Rodriguez,eng ENG,"FW,MF",Burnley,31,1989,31,12,"1,265",14.1,1,2,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,2.6,2.6,1.7,4.3,0.18,0.12,0.31,0.18,0.31,Matches
413,Oriol Romeu,es ESP,MF,Southampton,28,1991,21,20,"1,763",19.6,1,1,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,0.4,0.4,1.1,1.5,0.02,0.05,0.08,0.02,0.08,Matches
414,John Ruddy,eng ENG,GK,Wolves,33,1986,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
415,Antonio Rüdiger,de GER,DF,Chelsea,27,1993,19,19,"1,710",19,1,0,1,0,0,0,0,0.05,0,0.05,0.05,0.05,1.1,1.1,0.3,1.4,0.06,0.02,0.08,0.06,0.08,Matches
416,Mathew Ryan,au AUS,GK,Brighton,28,1992,11,11,990,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
417,Mathew Ryan,au AUS,GK,Arsenal,28,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
418,Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,23,1997,25,19,"1,560",17.3,3,4,3,0,0,0,0,0.17,0.23,0.4,0.17,0.4,2.6,2.6,3.3,5.9,0.15,0.19,0.34,0.15,0.34,Matches
419,Romain Saïss,ma MAR,DF,Wolves,30,1990,27,27,"2,407",26.7,3,0,3,0,0,2,0,0.11,0,0.11,0.11,0.11,3.5,3.5,0.3,3.8,0.13,0.01,0.14,0.13,0.14,Matches
420,Bukayo Saka,eng ENG,"FW,DF",Arsenal,18,2001,32,30,"2,553",28.4,5,3,5,0,0,1,0,0.18,0.11,0.28,0.18,0.28,6.9,6.9,4.7,11.6,0.24,0.17,0.41,0.24,0.41,Matches
421,Mamadou Sakho,fr FRA,DF,Crystal Palace,30,1990,4,3,276,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
422,Mohamed Salah,eg EGY,FW,Liverpool,28,1992,37,34,"3,078",34.2,22,5,16,6,6,0,0,0.64,0.15,0.79,0.47,0.61,20.9,16.4,6.3,22.6,0.61,0.18,0.79,0.48,0.66,Matches
423,Mohammed Salisu,gh GHA,DF,Southampton,21,1999,12,8,844,9.4,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.04,0,0.05,0.04,0.05,Matches
424,Davinson Sánchez,co COL,DF,Tottenham,24,1996,18,17,"1,486",16.5,0,0,0,0,0,1,0,0,0,0,0,0,1.1,1.1,0,1.1,0.07,0,0.07,0.07,0.07,Matches
425,Robert Sánchez,es ESP,GK,Brighton,22,1997,27,27,"2,430",27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
426,Morgan Sanson,fr FRA,MF,Aston Villa,25,1994,9,3,294,3.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
427,Romaine Sawyers,kn SKN,MF,West Brom,28,1991,19,17,"1,487",16.5,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matches
428,Dane Scarlett,eng ENG,FW,Tottenham,16,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
429,Fabian Schär,ch SUI,DF,Newcastle Utd,28,1991,18,13,"1,246",13.8,1,0,0,1,1,4,1,0.07,0,0.07,0,0,1.2,0.4,0,0.4,0.08,0,0.09,0.03,0.03,Matches
430,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,27,1992,27,15,"1,428",15.9,2,3,2,0,0,3,0,0.13,0.19,0.32,0.13,0.32,1.6,1.6,1.7,3.3,0.1,0.11,0.21,0.1,0.21,Matches
431,Kasper Schmeichel,dk DEN,GK,Leicester City,33,1986,38,38,"3,420",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Nélson Semedo,pt POR,DF,Wolves,26,1993,34,34,"2,983",33.1,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.9,1.9,1.1,3,0.06,0.03,0.09,0.06,0.09,Matches
433,Femi Seriki,eng ENG,DF,Sheffield Utd,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
434,Jamie Shackleton,eng ENG,"MF,DF",Leeds United,20,1999,13,3,461,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.05,0.05,0,0.05,Matches
435,Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,28,1991,14,5,556,6.2,0,2,0,0,0,2,0,0,0.32,0.32,0,0.32,0.4,0.4,3,3.4,0.06,0.49,0.55,0.06,0.55,Matches
436,Billy Sharp,eng ENG,FW,Sheffield Utd,34,1986,16,7,735,8.2,3,0,1,2,2,1,0,0.37,0,0.37,0.12,0.12,2.7,1.2,0.6,1.8,0.33,0.07,0.4,0.15,0.22,Matches
437,Luke Shaw,eng ENG,DF,Manchester Utd,25,1995,32,30,"2,654",29.5,1,5,1,0,0,8,0,0.03,0.17,0.2,0.03,0.2,0.7,0.7,5.2,5.9,0.02,0.18,0.2,0.02,0.2,Matches
438,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28,1992,30,29,"2,617",29.1,1,3,1,0,0,7,0,0.03,0.1,0.14,0.03,0.14,2.5,2.5,2.7,5.2,0.08,0.09,0.18,0.08,0.18,Matches
439,Shola Shoretire,eng ENG,FW,Manchester Utd,16,2004,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
440,Gylfi Sigur_sson,is ISL,MF,Everton,30,1989,36,24,"2,253",25,6,5,3,3,4,2,0,0.24,0.2,0.44,0.12,0.32,6.8,3.8,5,8.8,0.27,0.2,0.47,0.15,0.35,Matches
441,Bernardo Silva,pt POR,"MF,FW",Manchester City,25,1994,26,24,"2,065",22.9,2,6,2,0,0,5,0,0.09,0.26,0.35,0.09,0.35,2.8,2.8,3.7,6.5,0.12,0.16,0.28,0.12,0.28,Matches
442,Fábio Silva,pt POR,FW,Wolves,18,2002,32,11,"1,369",15.2,4,3,3,1,1,2,0,0.26,0.2,0.46,0.2,0.39,6,5.3,0.5,5.8,0.4,0.04,0.43,0.35,0.38,Matches
443,Thiago Silva,br BRA,DF,Chelsea,35,1984,23,23,"1,935",21.5,2,0,2,0,0,5,1,0.09,0,0.09,0.09,0.09,1.1,1.1,0.3,1.5,0.05,0.02,0.07,0.05,0.07,Matches
444,Moussa Sissoko,fr FRA,MF,Tottenham,30,1989,25,15,"1,585",17.6,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.5,0.9,0.02,0.03,0.05,0.02,0.05,Matches
445,Islam Slimani,dz ALG,FW,Leicester City,32,1988,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.19,0.13,0.32,0.19,0.32,Matches
446,William Smallbone,ie IRL,MF,Southampton,20,2000,3,2,172,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04,Matches
447,Emile Smith-Rowe,eng ENG,"MF,FW",Arsenal,20,2000,20,18,"1,440",16,2,4,2,0,0,0,0,0.12,0.25,0.37,0.12,0.37,2,2,3,5,0.13,0.18,0.31,0.13,0.31,Matches
448,Robert Snodgrass,sco SCO,"FW,DF",West Ham,32,1987,3,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
449,Robert Snodgrass,sco SCO,"MF,FW",West Brom,32,1987,8,6,526,5.8,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.03,0.06,0.09,0.03,0.09,Matches
450,Cédric Soares,pt POR,DF,Arsenal,28,1991,10,8,746,8.3,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,0.2,0.2,0.9,1.1,0.03,0.11,0.13,0.03,0.13,Matches
451,Tomá_ Sou_ek,cz CZE,MF,West Ham,25,1995,38,38,"3,419",38,10,1,10,0,0,7,1,0.26,0.03,0.29,0.26,0.29,9.2,9.2,1.5,10.7,0.24,0.04,0.28,0.24,0.28,Matches
452,Ça_lar Söyüncü,tr TUR,DF,Leicester City,24,1996,23,19,"1,819",20.2,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matches
453,Zack Steffen,us USA,GK,Manchester City,25,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Dale Stephens,eng ENG,MF,Burnley,31,1989,7,3,261,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06,Matches
455,Jack Stephens,eng ENG,DF,Southampton,26,1994,18,17,"1,537",17.1,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,0.5,1.3,0.04,0.03,0.07,0.04,0.07,Matches
456,Raheem Sterling,eng ENG,FW,Manchester City,25,1994,31,28,"2,536",28.2,10,7,10,0,1,4,0,0.35,0.25,0.6,0.35,0.6,12.2,11.4,4.8,16.3,0.43,0.17,0.6,0.41,0.58,Matches
457,Enda Stevens,ie IRL,DF,Sheffield Utd,30,1990,30,30,"2,700",30,0,1,0,0,0,6,0,0,0.03,0.03,0,0.03,1.1,1.1,1.6,2.7,0.04,0.05,0.09,0.04,0.09,Matches
458,John Stones,eng ENG,DF,Manchester City,26,1994,22,22,"1,933",21.5,4,0,4,0,0,0,1,0.19,0,0.19,0.19,0.19,2.2,2.2,0.1,2.3,0.1,0,0.11,0.1,0.11,Matches
459,Pascal Struijk,nl NED,"DF,MF",Leeds United,20,1999,27,22,"2,075",23.1,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,2.4,2.4,0.2,2.6,0.1,0.01,0.11,0.1,0.11,Matches
460,Japhet Tanganga,eng ENG,DF,Tottenham,21,1999,6,6,487,5.4,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.04,0,0.04,0.04,0.04,Matches
461,Matt Targett,eng ENG,DF,Aston Villa,24,1995,38,38,"3,404",37.8,0,2,0,0,0,7,0,0,0.05,0.05,0,0.05,0.2,0.2,3.1,3.4,0.01,0.08,0.09,0.01,0.09,Matches
462,James Tarkowski,eng ENG,DF,Burnley,27,1992,36,36,"3,240",36,1,0,1,0,0,6,0,0.03,0,0.03,0.03,0.03,2.6,2.6,0.7,3.3,0.07,0.02,0.09,0.07,0.09,Matches
463,Percy Tau,za RSA,"FW,MF",Brighton,26,1994,3,1,103,1.1,0,1,0,0,0,0,0,0,0.87,0.87,0,0.87,0,0,0.3,0.3,0,0.27,0.27,0,0.27,Matches
464,Sidnei Tavares,pt POR,MF,Leicester City,18,2001,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.06,0,0.06,0.06,0.06,Matches
465,Charlie Taylor,eng ENG,DF,Burnley,26,1993,29,28,"2,426",27,0,1,0,0,0,1,0,0,0.04,0.04,0,0.04,0.1,0.1,1.8,1.8,0,0.07,0.07,0,0.07,Matches
466,Neil Taylor,wal WAL,DF,Aston Villa,31,1989,1,0,16,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
467,Allan Tchaptchet,fr FRA,DF,Southampton,18,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
468,Nathan Tella,eng ENG,"FW,MF",Southampton,21,1999,18,7,745,8.3,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,1.8,1.8,0.8,2.6,0.22,0.09,0.31,0.22,0.31,Matches
469,Alex Telles,br BRA,DF,Manchester Utd,27,1992,9,8,690,7.7,0,2,0,0,0,0,0,0,0.26,0.26,0,0.26,0.2,0.2,1.1,1.3,0.02,0.15,0.17,0.02,0.17,Matches
470,Kenny Tete,nl NED,DF,Fulham,24,1995,22,18,"1,481",16.5,0,1,0,0,0,3,0,0,0.06,0.06,0,0.06,0.2,0.2,1.6,1.8,0.01,0.1,0.11,0.01,0.11,Matches
471,William Thomas Fish,eng ENG,DF,Manchester Utd,17,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
472,Luke Thomas,eng ENG,DF,Leicester City,19,2001,14,12,969,10.8,1,0,1,0,0,2,0,0.09,0,0.09,0.09,0.09,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Matches
473,Youri Tielemans,be BEL,MF,Leicester City,23,1997,38,37,"3,357",37.3,6,4,4,2,2,6,0,0.16,0.11,0.27,0.11,0.21,4.5,3,3.3,6.3,0.12,0.09,0.21,0.08,0.17,Matches
474,Kieran Tierney,sco SCO,DF,Arsenal,23,1997,27,26,"2,299",25.5,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,0.4,0.4,4.1,4.5,0.02,0.16,0.17,0.02,0.17,Matches
475,James Tomkins,eng ENG,DF,Crystal Palace,31,1989,8,6,553,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,Matches
476,Fikayo Tomori,eng ENG,DF,Chelsea,22,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Ferrán Torres,es ESP,"FW,MF",Manchester City,20,2000,24,15,"1,306",14.5,7,2,7,0,0,1,0,0.48,0.14,0.62,0.48,0.62,5.4,5.4,1.9,7.3,0.37,0.13,0.5,0.37,0.5,Matches
478,Cenk Tosun,tr TUR,FW,Everton,29,1991,5,0,48,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.25,0.25,0,0.25,Matches
479,Andros Townsend,eng ENG,"MF,FW",Crystal Palace,29,1991,34,25,"2,258",25.1,1,5,1,0,0,0,0,0.04,0.2,0.24,0.04,0.24,2.3,2.3,3.7,6,0.09,0.15,0.24,0.09,0.24,Matches
480,Conor Townsend,eng ENG,DF,West Brom,27,1993,25,25,"2,234",24.8,0,2,0,0,0,0,0,0,0.08,0.08,0,0.08,1,1,2.1,3.1,0.04,0.09,0.13,0.04,0.13,Matches
481,Adama Traoré,es ESP,FW,Wolves,24,1996,37,28,"2,649",29.4,2,2,2,0,0,4,0,0.07,0.07,0.14,0.07,0.14,2.2,2.2,5.4,7.7,0.08,0.18,0.26,0.08,0.26,Matches
482,Bertrand Traoré,bf BFA,FW,Aston Villa,24,1995,36,29,"2,317",25.7,7,6,7,0,0,1,0,0.27,0.23,0.5,0.27,0.5,6.4,6.4,3.2,9.6,0.25,0.12,0.37,0.25,0.37,Matches
483,Trézéguet,eg EGY,FW,Aston Villa,25,1994,21,12,"1,166",13,2,1,2,0,0,0,0,0.15,0.08,0.23,0.15,0.23,3.8,3.8,2,5.8,0.29,0.15,0.45,0.29,0.45,Matches
484,Leandro Trossard,be BEL,"FW,MF",Brighton,25,1994,35,30,"2,607",29,5,5,5,0,0,2,0,0.17,0.17,0.35,0.17,0.35,5.1,5.1,4.3,9.4,0.18,0.15,0.32,0.18,0.32,Matches
485,Kostas Tsimikas,gr GRE,DF,Liverpool,24,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
486,Axel Tuanzebe,eng ENG,DF,Manchester Utd,22,1997,9,4,404,4.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
487,Cengiz Ünder,tr TUR,"MF,FW",Leicester City,23,1997,9,1,281,3.1,0,2,0,0,0,0,0,0,0.64,0.64,0,0.64,0.3,0.3,1.8,2,0.08,0.57,0.65,0.08,0.65,Matches
488,Yan Valery,fr FRA,"DF,MF",Southampton,21,1999,3,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.27,0,0.27,0.27,0.27,Matches
489,Jamie Vardy,eng ENG,FW,Leicester City,33,1987,34,31,"2,840",31.6,15,9,7,8,9,1,0,0.48,0.29,0.76,0.22,0.51,19.7,12.8,4.9,17.8,0.62,0.16,0.78,0.41,0.56,Matches
490,Joël Veltman,nl NED,DF,Brighton,28,1992,28,25,"2,281",25.3,1,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.1,2.5,0.05,0.04,0.1,0.05,0.1,Matches
491,Jannik Vestergaard,dk DEN,DF,Southampton,27,1992,30,29,"2,574",28.6,3,0,3,0,0,3,1,0.1,0,0.1,0.1,0.1,2.1,2.1,0.6,2.7,0.07,0.02,0.09,0.07,0.09,Matches
492,Rúben Vinagre,pt POR,DF,Wolves,21,1999,2,1,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Carlos Vinícius,br BRA,FW,Tottenham,25,1995,9,3,308,3.4,1,0,1,0,0,2,0,0.29,0,0.29,0.29,0.29,1.4,1.4,0.1,1.5,0.4,0.03,0.43,0.4,0.43,Matches
494,João Virgínia,pt POR,GK,Everton,20,1999,1,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
495,Vitinha,pt POR,MF,Wolves,20,2000,19,5,520,5.8,0,1,0,0,0,0,0,0,0.17,0.17,0,0.17,0.6,0.6,0.7,1.3,0.1,0.12,0.22,0.1,0.22,Matches
496,Jake Vokins,eng ENG,DF,Southampton,20,2000,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.22,0.22,0,0.22,Matches
497,Mat_j Vydra,cz CZE,FW,Burnley,28,1992,28,15,"1,371",15.2,3,2,3,0,0,0,0,0.2,0.13,0.33,0.2,0.33,6.1,6.1,1.8,7.8,0.4,0.12,0.51,0.4,0.51,Matches
498,Theo Walcott,eng ENG,"MF,FW",Southampton,31,1989,21,20,"1,618",18,3,3,3,0,0,0,0,0.17,0.17,0.33,0.17,0.33,3,3,1.2,4.2,0.17,0.07,0.23,0.17,0.23,Matches
499,Theo Walcott,eng ENG,FW,Everton,31,1989,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
